Date;Time;Global_active_power;Global_reactive_power;Voltage;Global_intensity;Sub_metering_1;Sub_metering_2;Sub_metering_3
2/1/2007;14:55:00;0.466;0.154;247.150;2.000;0.000;0.000;0.000
2/1/2007;14:56:00;0.462;0.154;247.250;2.000;0.000;0.000;0.000
2/1/2007;14:57:00;0.456;0.152;246.940;2.000;0.000;0.000;0.000
2/1/2007;14:58:00;0.412;0.086;246.490;1.600;0.000;0.000;0.000
2/1/2007;14:59:00;0.378;0.000;245.010;1.600;0.000;0.000;0.000
2/1/2007;15:00:00;0.370;0.000;242.730;1.600;0.000;0.000;0.000
2/1/2007;15:01:00;0.372;0.000;243.390;1.600;0.000;0.000;0.000
2/1/2007;15:02:00;0.378;0.000;244.120;1.600;0.000;0.000;0.000
2/1/2007;15:03:00;0.442;0.000;243.480;2.000;0.000;0.000;0.000
2/1/2007;15:04:00;1.514;0.000;242.660;6.200;0.000;0.000;17.000
2/1/2007;15:05:00;1.512;0.000;243.800;6.200;0.000;0.000;19.000
2/1/2007;15:06:00;1.500;0.000;243.940;6.000;0.000;0.000;19.000
2/1/2007;15:07:00;1.486;0.000;243.570;6.000;0.000;0.000;18.000
2/1/2007;15:08:00;1.488;0.000;244.020;6.000;0.000;0.000;18.000
2/1/2007;15:09:00;1.482;0.000;243.940;6.000;0.000;0.000;19.000
2/1/2007;15:10:00;1.476;0.000;244.040;6.000;0.000;0.000;18.000
2/1/2007;15:11:00;1.586;0.140;244.490;6.400;0.000;0.000;18.000
2/1/2007;15:12:00;1.590;0.162;244.640;6.400;0.000;0.000;19.000
2/1/2007;15:13:00;1.590;0.164;245.010;6.400;0.000;0.000;18.000
2/1/2007;15:14:00;1.582;0.160;244.490;6.400;0.000;0.000;18.000
2/1/2007;15:15:00;1.556;0.150;242.480;6.400;0.000;0.000;19.000
2/1/2007;15:16:00;1.560;0.152;242.960;6.400;0.000;0.000;18.000
2/1/2007;15:17:00;1.562;0.152;242.940;6.400;0.000;0.000;18.000
2/1/2007;15:18:00;1.564;0.152;242.900;6.400;0.000;0.000;18.000
2/1/2007;15:19:00;1.550;0.148;241.950;6.400;0.000;0.000;18.000
2/1/2007;15:20:00;1.554;0.150;242.330;6.400;0.000;0.000;18.000
2/1/2007;15:21:00;1.556;0.150;242.490;6.400;0.000;0.000;18.000
2/1/2007;15:22:00;1.546;0.148;242.380;6.400;0.000;0.000;18.000
2/1/2007;15:23:00;1.538;0.146;241.760;6.400;0.000;0.000;18.000
2/1/2007;15:24:00;1.570;0.172;241.520;6.600;0.000;0.000;17.000
2/1/2007;15:25:00;1.628;0.274;242.510;6.800;0.000;1.000;18.000
2/1/2007;15:26:00;1.604;0.242;242.220;6.600;0.000;1.000;18.000
2/1/2007;15:27:00;1.526;0.134;241.740;6.200;0.000;2.000;18.000
2/1/2007;15:28:00;1.528;0.134;241.860;6.200;0.000;1.000;18.000
2/1/2007;15:29:00;1.568;0.162;242.060;6.400;0.000;1.000;18.000
2/1/2007;15:30:00;1.598;0.236;241.190;6.600;0.000;2.000;18.000
2/1/2007;15:31:00;1.600;0.236;241.420;6.600;0.000;1.000;18.000
2/1/2007;15:32:00;1.606;0.238;241.720;6.600;0.000;2.000;18.000
2/1/2007;15:33:00;1.604;0.236;241.150;6.600;0.000;1.000;17.000
2/1/2007;15:34:00;1.602;0.238;241.580;6.600;0.000;1.000;18.000
2/1/2007;15:35:00;1.598;0.238;241.620;6.600;0.000;2.000;18.000
2/1/2007;15:36:00;1.598;0.238;241.690;6.600;0.000;1.000;18.000
2/1/2007;15:37:00;1.598;0.240;241.910;6.600;0.000;1.000;18.000
2/1/2007;15:38:00;1.554;0.162;242.870;6.400;0.000;2.000;18.000
2/1/2007;15:39:00;1.546;0.142;243.630;6.200;0.000;1.000;18.000
2/1/2007;15:40:00;1.542;0.142;243.320;6.200;0.000;1.000;18.000
2/1/2007;15:41:00;1.532;0.138;242.550;6.200;0.000;2.000;18.000
2/1/2007;15:42:00;1.520;0.132;241.760;6.200;0.000;1.000;18.000
2/1/2007;15:43:00;1.524;0.134;242.110;6.200;0.000;1.000;18.000
2/1/2007;15:44:00;1.754;0.212;241.840;7.200;0.000;1.000;18.000
2/1/2007;15:45:00;1.652;0.142;243.750;6.800;0.000;2.000;18.000
2/1/2007;15:46:00;1.806;0.136;243.210;7.400;0.000;1.000;18.000
2/1/2007;15:47:00;1.834;0.134;242.730;7.400;0.000;1.000;18.000
2/1/2007;15:48:00;1.828;0.130;242.280;7.400;0.000;1.000;18.000
2/1/2007;15:49:00;1.830;0.134;242.580;7.400;0.000;2.000;18.000
2/1/2007;15:50:00;1.810;0.138;243.420;7.400;0.000;1.000;19.000
2/1/2007;15:51:00;1.578;0.144;243.830;6.400;0.000;1.000;18.000
2/1/2007;15:52:00;1.502;0.152;243.070;6.200;0.000;1.000;18.000
2/1/2007;15:53:00;1.582;0.280;243.190;6.600;0.000;2.000;18.000
2/1/2007;15:54:00;1.494;0.168;243.180;6.200;0.000;0.000;18.000
2/1/2007;15:55:00;1.486;0.154;243.300;6.000;0.000;0.000;18.000
2/1/2007;15:56:00;1.138;0.164;244.470;5.000;0.000;0.000;14.000
2/1/2007;15:57:00;0.398;0.174;244.930;1.800;0.000;0.000;0.000
2/1/2007;15:58:00;0.398;0.178;245.450;1.800;0.000;0.000;0.000
2/1/2007;15:59:00;0.396;0.178;245.270;1.800;0.000;0.000;0.000
2/1/2007;16:00:00;0.392;0.172;244.600;1.800;0.000;0.000;0.000
2/1/2007;16:01:00;0.394;0.178;245.240;1.800;0.000;0.000;0.000
2/1/2007;16:02:00;0.394;0.174;244.840;1.800;0.000;0.000;0.000
2/1/2007;16:03:00;0.398;0.174;244.570;1.800;0.000;0.000;0.000
2/1/2007;16:04:00;0.396;0.172;244.150;1.800;0.000;0.000;0.000
2/1/2007;16:05:00;0.396;0.174;244.700;1.800;0.000;0.000;0.000
2/1/2007;16:06:00;0.396;0.174;244.610;1.800;0.000;0.000;0.000
2/1/2007;16:07:00;0.864;0.168;244.470;4.200;0.000;0.000;5.000
2/1/2007;16:08:00;1.470;0.092;243.840;6.000;0.000;0.000;19.000
2/1/2007;16:09:00;1.452;0.068;243.480;6.000;0.000;0.000;19.000
2/1/2007;16:10:00;1.476;0.126;243.920;6.000;0.000;0.000;18.000
2/1/2007;16:11:00;1.474;0.128;244.160;6.000;0.000;0.000;18.000
2/1/2007;16:12:00;1.470;0.128;243.990;6.000;0.000;0.000;19.000
2/1/2007;16:13:00;1.466;0.126;243.860;6.000;0.000;0.000;18.000
2/1/2007;16:14:00;1.466;0.126;243.930;6.000;0.000;0.000;18.000
2/1/2007;16:15:00;1.462;0.126;243.860;6.000;0.000;0.000;18.000
2/1/2007;16:16:00;1.462;0.128;243.950;6.000;0.000;0.000;19.000
2/1/2007;16:17:00;1.468;0.122;245.110;6.000;0.000;0.000;18.000
2/1/2007;16:18:00;1.398;0.000;244.010;5.600;0.000;0.000;18.000
2/1/2007;16:19:00;1.402;0.000;244.470;5.600;0.000;0.000;19.000
2/1/2007;16:20:00;1.400;0.000;244.290;5.600;0.000;0.000;18.000
2/1/2007;16:21:00;1.404;0.000;244.680;5.600;0.000;0.000;18.000
2/1/2007;16:22:00;1.398;0.000;244.190;5.600;0.000;0.000;18.000
2/1/2007;16:23:00;1.386;0.000;243.040;5.600;0.000;0.000;18.000
2/1/2007;16:24:00;1.394;0.000;243.770;5.600;0.000;0.000;19.000
2/1/2007;16:25:00;1.396;0.000;244.060;5.600;0.000;0.000;18.000
2/1/2007;16:26:00;1.402;0.000;244.470;5.600;0.000;0.000;18.000
2/1/2007;16:27:00;1.396;0.000;244.020;5.600;0.000;0.000;18.000
2/1/2007;16:28:00;1.400;0.000;244.340;5.600;0.000;0.000;19.000
2/1/2007;16:29:00;1.390;0.000;243.480;5.600;0.000;0.000;18.000
2/1/2007;16:30:00;1.390;0.000;243.550;5.600;0.000;0.000;18.000
2/1/2007;16:31:00;1.388;0.000;243.380;5.600;0.000;0.000;18.000
2/1/2007;16:32:00;1.390;0.000;243.490;5.600;0.000;0.000;18.000
2/1/2007;16:33:00;1.430;0.000;243.140;5.800;0.000;0.000;18.000
2/1/2007;16:34:00;1.420;0.048;242.850;5.800;0.000;0.000;18.000
2/1/2007;16:35:00;1.486;0.150;242.370;6.000;0.000;0.000;18.000
2/1/2007;16:36:00;1.492;0.154;243.130;6.000;0.000;0.000;19.000
2/1/2007;16:37:00;1.482;0.150;242.480;6.000;0.000;0.000;18.000
2/1/2007;16:38:00;1.476;0.150;242.130;6.000;0.000;0.000;17.000
2/1/2007;16:39:00;1.476;0.150;242.210;6.000;0.000;0.000;18.000
2/1/2007;16:40:00;1.468;0.146;241.700;6.000;0.000;0.000;18.000
2/1/2007;16:41:00;1.464;0.146;241.490;6.000;0.000;0.000;18.000
2/1/2007;16:42:00;1.478;0.148;242.090;6.000;0.000;0.000;18.000
2/1/2007;16:43:00;1.796;0.142;241.520;7.400;0.000;0.000;18.000
2/1/2007;16:44:00;1.792;0.142;241.280;7.400;0.000;0.000;18.000
2/1/2007;16:45:00;1.786;0.140;241.170;7.400;0.000;0.000;18.000
2/1/2007;16:46:00;1.772;0.136;240.430;7.400;0.000;0.000;17.000
2/1/2007;16:47:00;1.776;0.138;240.680;7.400;0.000;0.000;18.000
2/1/2007;16:48:00;1.782;0.140;241.130;7.400;0.000;0.000;18.000
2/1/2007;16:49:00;1.808;0.236;241.430;7.600;0.000;0.000;18.000
2/1/2007;16:50:00;1.720;0.148;242.270;7.000;0.000;0.000;18.000
2/1/2007;16:51:00;1.712;0.120;242.920;7.000;0.000;0.000;18.000
2/1/2007;16:52:00;1.712;0.120;243.030;7.000;0.000;0.000;18.000
2/1/2007;16:53:00;1.756;0.128;242.930;7.200;0.000;0.000;18.000
2/1/2007;16:54:00;2.160;0.186;241.440;9.000;0.000;0.000;18.000
2/1/2007;16:55:00;2.154;0.184;241.120;8.800;0.000;0.000;18.000
2/1/2007;16:56:00;2.260;0.182;241.210;9.400;0.000;0.000;17.000
2/1/2007;16:57:00;2.430;0.138;241.090;10.000;0.000;0.000;18.000
2/1/2007;16:58:00;2.546;0.070;240.590;10.600;0.000;0.000;18.000
2/1/2007;16:59:00;2.680;0.072;241.370;11.000;0.000;0.000;18.000
2/1/2007;17:00:00;2.678;0.072;241.360;11.000;0.000;0.000;18.000
2/1/2007;17:01:00;2.664;0.068;240.610;11.000;0.000;0.000;17.000
2/1/2007;17:02:00;2.656;0.068;240.240;11.000;0.000;0.000;18.000
2/1/2007;17:03:00;2.642;0.064;239.530;11.000;0.000;0.000;18.000
2/1/2007;17:04:00;2.644;0.066;239.550;11.000;0.000;0.000;17.000
2/1/2007;17:05:00;2.630;0.062;238.680;11.000;0.000;0.000;18.000
2/1/2007;17:06:00;2.630;0.062;238.530;11.000;0.000;0.000;17.000
2/1/2007;17:07:00;2.610;0.060;237.500;11.000;0.000;0.000;17.000
2/1/2007;17:08:00;2.616;0.060;237.860;11.000;0.000;0.000;18.000
2/1/2007;17:09:00;2.630;0.062;238.520;11.000;0.000;0.000;17.000
2/1/2007;17:10:00;2.620;0.062;238.090;11.000;0.000;0.000;17.000
2/1/2007;17:11:00;2.214;0.064;238.330;9.400;0.000;0.000;12.000
2/1/2007;17:12:00;1.582;0.070;239.100;6.600;0.000;0.000;0.000
2/1/2007;17:13:00;1.584;0.070;239.200;6.600;0.000;0.000;0.000
2/1/2007;17:14:00;1.584;0.072;239.390;6.600;0.000;0.000;0.000
2/1/2007;17:15:00;1.576;0.068;238.550;6.600;0.000;0.000;0.000
2/1/2007;17:16:00;1.644;0.136;238.680;6.800;0.000;0.000;0.000
2/1/2007;17:17:00;1.888;0.332;237.670;8.200;0.000;0.000;0.000
2/1/2007;17:18:00;2.518;0.682;236.640;11.200;0.000;0.000;0.000
2/1/2007;17:19:00;2.502;0.670;236.990;11.000;0.000;0.000;0.000
2/1/2007;17:20:00;2.494;0.666;237.030;11.000;0.000;0.000;0.000
2/1/2007;17:21:00;2.506;0.672;237.360;11.000;0.000;0.000;0.000
2/1/2007;17:22:00;2.500;0.670;237.230;11.000;0.000;0.000;0.000
2/1/2007;17:23:00;2.466;0.674;237.060;10.800;0.000;0.000;0.000
2/1/2007;17:24:00;2.202;0.674;238.080;9.800;0.000;0.000;0.000
2/1/2007;17:25:00;2.184;0.666;237.370;9.800;0.000;0.000;0.000
2/1/2007;17:26:00;2.156;0.654;236.540;9.600;0.000;0.000;0.000
2/1/2007;17:27:00;1.966;0.532;238.190;8.800;0.000;0.000;0.000
2/1/2007;17:28:00;2.366;0.726;237.780;10.600;0.000;0.000;0.000
2/1/2007;17:29:00;2.478;0.768;237.760;11.000;0.000;0.000;0.000
2/1/2007;17:30:00;2.496;0.774;238.600;11.000;0.000;0.000;0.000
2/1/2007;17:31:00;2.002;0.452;239.030;8.800;0.000;0.000;0.000
2/1/2007;17:32:00;1.634;0.200;239.640;6.800;0.000;0.000;0.000
2/1/2007;17:33:00;2.246;0.644;238.390;10.000;0.000;0.000;0.000
2/1/2007;17:34:00;2.270;0.644;238.600;10.000;0.000;0.000;0.000
2/1/2007;17:35:00;2.240;0.634;237.360;10.000;0.000;0.000;0.000
2/1/2007;17:36:00;1.874;0.426;237.440;8.400;0.000;0.000;0.000
2/1/2007;17:37:00;1.356;0.074;238.850;5.600;0.000;0.000;0.000
2/1/2007;17:38:00;1.820;0.422;237.830;8.200;0.000;0.000;0.000
2/1/2007;17:39:00;1.068;0.070;239.910;4.400;0.000;0.000;0.000
2/1/2007;17:40:00;1.066;0.070;239.830;4.400;0.000;0.000;0.000
2/1/2007;17:41:00;1.064;0.068;239.540;4.400;0.000;0.000;0.000
2/1/2007;17:42:00;1.466;0.064;239.050;6.400;0.000;0.000;5.000
2/1/2007;17:43:00;2.132;0.054;237.570;9.000;0.000;0.000;18.000
2/1/2007;17:44:00;2.106;0.052;236.620;8.800;0.000;0.000;17.000
2/1/2007;17:45:00;2.104;0.054;237.380;8.800;0.000;0.000;18.000
2/1/2007;17:46:00;2.096;0.054;237.170;8.800;0.000;0.000;17.000
2/1/2007;17:47:00;2.086;0.052;236.810;8.800;0.000;0.000;18.000
2/1/2007;17:48:00;2.104;0.056;238.030;8.800;0.000;0.000;17.000
2/1/2007;17:49:00;2.102;0.056;238.030;8.800;0.000;0.000;18.000
2/1/2007;17:50:00;2.112;0.058;238.670;8.800;0.000;0.000;17.000
2/1/2007;17:51:00;2.106;0.058;238.310;8.800;0.000;0.000;18.000
2/1/2007;17:52:00;2.102;0.058;238.160;8.800;0.000;0.000;17.000
2/1/2007;17:53:00;2.096;0.056;237.760;8.800;0.000;0.000;17.000
2/1/2007;17:54:00;2.092;0.056;237.570;8.800;0.000;0.000;18.000
2/1/2007;17:55:00;2.036;0.058;238.310;8.400;0.000;0.000;17.000
2/1/2007;17:56:00;2.050;0.144;237.210;8.600;0.000;0.000;17.000
2/1/2007;17:57:00;2.048;0.172;236.640;8.600;0.000;1.000;17.000
2/1/2007;17:58:00;2.334;0.266;236.340;9.800;0.000;1.000;18.000
2/1/2007;17:59:00;2.434;0.296;236.590;10.200;0.000;2.000;17.000
2/1/2007;18:00:00;2.204;0.298;236.350;9.400;0.000;1.000;17.000
2/1/2007;18:01:00;2.144;0.298;236.330;9.000;0.000;1.000;17.000
2/1/2007;18:02:00;2.138;0.296;236.110;9.000;0.000;2.000;17.000
2/1/2007;18:03:00;2.134;0.296;235.980;9.000;0.000;1.000;17.000
2/1/2007;18:04:00;2.130;0.294;235.770;9.000;0.000;1.000;17.000
2/1/2007;18:05:00;2.138;0.298;236.170;9.000;0.000;2.000;17.000
2/1/2007;18:06:00;2.144;0.300;236.440;9.000;0.000;1.000;18.000
2/1/2007;18:07:00;2.160;0.316;235.340;9.200;0.000;1.000;16.000
2/1/2007;18:08:00;2.206;0.396;236.230;9.400;0.000;2.000;18.000
2/1/2007;18:09:00;2.724;0.712;235.350;12.200;0.000;1.000;17.000
2/1/2007;18:10:00;3.000;0.856;235.160;13.400;0.000;1.000;17.000
2/1/2007;18:11:00;2.992;0.856;234.860;13.400;0.000;2.000;16.000
2/1/2007;18:12:00;3.002;0.862;235.090;13.400;0.000;1.000;17.000
2/1/2007;18:13:00;2.966;0.848;233.900;13.200;0.000;1.000;17.000
2/1/2007;18:14:00;2.890;0.730;234.480;12.800;0.000;2.000;17.000
2/1/2007;18:15:00;2.956;0.754;237.010;13.000;0.000;1.000;17.000
2/1/2007;18:16:00;2.764;0.600;237.340;12.000;0.000;1.000;18.000
2/1/2007;18:17:00;2.548;0.466;238.180;11.200;0.000;1.000;17.000
2/1/2007;18:18:00;2.082;0.190;237.940;8.800;0.000;1.000;17.000
2/1/2007;18:19:00;1.962;0.162;237.870;8.200;0.000;2.000;18.000
2/1/2007;18:20:00;1.586;0.102;236.940;6.600;0.000;1.000;17.000
2/1/2007;18:21:00;1.586;0.106;237.640;6.600;0.000;1.000;17.000
2/1/2007;18:22:00;1.498;0.114;238.130;6.200;0.000;1.000;18.000
2/1/2007;18:23:00;1.568;0.048;237.860;6.600;0.000;1.000;17.000
2/1/2007;18:24:00;1.552;0.000;238.580;6.400;0.000;0.000;17.000
2/1/2007;18:25:00;1.730;0.000;238.830;7.200;0.000;0.000;18.000
2/1/2007;18:26:00;1.734;0.000;239.090;7.200;0.000;0.000;17.000
2/1/2007;18:27:00;2.114;0.000;239.870;8.800;0.000;0.000;18.000
2/1/2007;18:28:00;2.064;0.000;240.060;8.600;0.000;0.000;18.000
2/1/2007;18:29:00;2.062;0.000;239.890;8.600;0.000;0.000;17.000
2/1/2007;18:30:00;1.996;0.000;240.320;8.200;0.000;0.000;18.000
2/1/2007;18:31:00;2.042;0.000;239.760;8.400;0.000;0.000;18.000
2/1/2007;18:32:00;2.002;0.000;239.360;8.200;0.000;0.000;17.000
2/1/2007;18:33:00;2.012;0.000;239.590;8.400;0.000;0.000;18.000
2/1/2007;18:34:00;2.042;0.000;240.040;8.400;0.000;0.000;17.000
2/1/2007;18:35:00;1.806;0.000;239.910;7.400;0.000;0.000;18.000
2/1/2007;18:36:00;1.728;0.000;238.810;7.200;0.000;0.000;17.000
2/1/2007;18:37:00;1.662;0.000;237.990;7.000;0.000;0.000;18.000
2/1/2007;18:38:00;1.958;0.194;238.120;8.200;0.000;0.000;17.000
2/1/2007;18:39:00;1.986;0.180;238.040;8.200;0.000;0.000;18.000
2/1/2007;18:40:00;2.084;0.280;237.570;8.800;0.000;0.000;17.000
2/1/2007;18:41:00;1.926;0.234;237.140;8.200;0.000;0.000;17.000
2/1/2007;18:42:00;1.816;0.150;237.590;7.600;0.000;0.000;17.000
2/1/2007;18:43:00;1.798;0.120;237.580;7.600;0.000;0.000;18.000
2/1/2007;18:44:00;1.760;0.124;238.450;7.400;0.000;0.000;17.000
2/1/2007;18:45:00;2.028;0.122;237.610;8.400;0.000;0.000;17.000
2/1/2007;18:46:00;1.940;0.126;236.880;8.200;0.000;0.000;18.000
2/1/2007;18:47:00;1.930;0.226;237.590;8.000;0.000;0.000;17.000
2/1/2007;18:48:00;1.780;0.226;237.600;7.600;0.000;0.000;17.000
2/1/2007;18:49:00;1.576;0.222;237.270;6.600;0.000;0.000;17.000
2/1/2007;18:50:00;1.590;0.226;238.340;6.600;0.000;0.000;18.000
2/1/2007;18:51:00;1.532;0.228;238.410;6.400;0.000;0.000;17.000
2/1/2007;18:52:00;1.420;0.230;238.620;6.000;0.000;0.000;18.000
2/1/2007;18:53:00;1.418;0.230;238.790;6.000;0.000;0.000;17.000
2/1/2007;18:54:00;1.412;0.228;238.200;6.000;0.000;0.000;18.000
2/1/2007;18:55:00;1.344;0.142;237.450;5.600;0.000;0.000;17.000
2/1/2007;18:56:00;1.238;0.000;237.180;5.200;0.000;0.000;17.000
2/1/2007;18:57:00;1.244;0.000;237.770;5.200;0.000;0.000;18.000
2/1/2007;18:58:00;1.236;0.000;236.940;5.200;0.000;0.000;17.000
2/1/2007;18:59:00;1.240;0.000;237.360;5.200;0.000;0.000;17.000
2/1/2007;19:00:00;1.236;0.000;237.480;5.200;0.000;0.000;17.000
2/1/2007;19:01:00;1.236;0.000;237.560;5.200;0.000;0.000;18.000
2/1/2007;19:02:00;1.238;0.000;237.710;5.200;0.000;0.000;17.000
2/1/2007;19:03:00;1.246;0.000;238.550;5.200;0.000;0.000;17.000
2/1/2007;19:04:00;1.252;0.000;239.160;5.200;0.000;0.000;18.000
2/1/2007;19:05:00;1.252;0.000;238.690;5.200;0.000;0.000;17.000
2/1/2007;19:06:00;1.248;0.000;238.140;5.200;0.000;0.000;18.000
2/1/2007;19:07:00;1.256;0.000;238.910;5.200;0.000;0.000;17.000
2/1/2007;19:08:00;1.254;0.000;238.730;5.200;0.000;0.000;18.000
2/1/2007;19:09:00;1.256;0.000;238.900;5.200;0.000;0.000;17.000
2/1/2007;19:10:00;1.252;0.000;238.420;5.200;0.000;0.000;18.000
2/1/2007;19:11:00;1.250;0.000;238.280;5.200;0.000;0.000;17.000
2/1/2007;19:12:00;1.252;0.000;239.130;5.200;0.000;0.000;17.000
2/1/2007;19:13:00;1.246;0.000;238.570;5.200;0.000;0.000;18.000
2/1/2007;19:14:00;1.248;0.000;238.660;5.200;0.000;0.000;17.000
2/1/2007;19:15:00;1.252;0.000;239.200;5.200;0.000;0.000;18.000
2/1/2007;19:16:00;1.254;0.000;239.360;5.200;0.000;0.000;17.000
2/1/2007;19:17:00;1.256;0.000;239.540;5.200;0.000;0.000;18.000
2/1/2007;19:18:00;1.252;0.000;239.060;5.200;0.000;0.000;18.000
2/1/2007;19:19:00;1.250;0.000;238.850;5.200;0.000;0.000;17.000
2/1/2007;19:20:00;1.248;0.000;238.290;5.200;0.000;0.000;17.000
2/1/2007;19:21:00;1.272;0.000;238.540;5.200;0.000;0.000;18.000
2/1/2007;19:22:00;1.362;0.126;238.620;5.600;0.000;0.000;17.000
2/1/2007;19:23:00;1.348;0.124;238.050;5.600;0.000;0.000;18.000
2/1/2007;19:24:00;1.352;0.128;238.660;5.600;0.000;0.000;17.000
2/1/2007;19:25:00;1.348;0.126;238.540;5.600;0.000;0.000;18.000
2/1/2007;19:26:00;1.430;0.208;239.470;6.000;0.000;0.000;17.000
2/1/2007;19:27:00;1.438;0.238;240.190;6.000;0.000;0.000;18.000
2/1/2007;19:28:00;1.440;0.238;240.360;6.000;0.000;0.000;17.000
2/1/2007;19:29:00;1.430;0.236;239.770;6.000;0.000;0.000;18.000
2/1/2007;19:30:00;1.430;0.236;239.810;6.000;0.000;0.000;18.000
2/1/2007;19:31:00;1.424;0.234;239.560;6.000;0.000;0.000;17.000
2/1/2007;19:32:00;1.424;0.234;239.690;6.000;0.000;0.000;18.000
2/1/2007;19:33:00;1.432;0.240;240.560;6.000;0.000;0.000;18.000
2/1/2007;19:34:00;1.430;0.238;240.510;6.000;0.000;0.000;17.000
2/1/2007;19:35:00;1.364;0.140;240.590;5.600;0.000;0.000;18.000
2/1/2007;19:36:00;1.358;0.136;240.370;5.600;0.000;0.000;18.000
2/1/2007;19:37:00;1.334;0.108;239.640;5.600;0.000;0.000;17.000
2/1/2007;19:38:00;1.248;0.000;238.590;5.200;0.000;0.000;18.000
2/1/2007;19:39:00;1.246;0.000;238.400;5.200;0.000;0.000;17.000
2/1/2007;19:40:00;1.246;0.000;238.570;5.200;0.000;0.000;18.000
2/1/2007;19:41:00;1.254;0.000;239.140;5.200;0.000;0.000;17.000
2/1/2007;19:42:00;1.254;0.000;239.250;5.200;0.000;0.000;18.000
2/1/2007;19:43:00;1.270;0.000;240.670;5.200;0.000;0.000;17.000
2/1/2007;19:44:00;1.280;0.000;241.740;5.200;0.000;0.000;18.000
2/1/2007;19:45:00;1.272;0.000;241.040;5.200;0.000;0.000;18.000
2/1/2007;19:46:00;1.276;0.000;241.320;5.200;0.000;0.000;18.000
2/1/2007;19:47:00;1.416;0.000;241.540;5.800;0.000;0.000;18.000
2/1/2007;19:48:00;1.866;0.000;240.280;7.800;0.000;0.000;18.000
2/1/2007;19:49:00;1.984;0.000;240.150;8.200;0.000;0.000;17.000
2/1/2007;19:50:00;2.014;0.000;239.730;8.400;0.000;0.000;18.000
2/1/2007;19:51:00;2.240;0.118;240.010;9.200;0.000;0.000;17.000
2/1/2007;19:52:00;2.260;0.206;240.570;9.400;0.000;0.000;18.000
2/1/2007;19:53:00;2.400;0.222;239.800;10.000;0.000;0.000;18.000
2/1/2007;19:54:00;2.456;0.308;238.900;10.200;0.000;0.000;17.000
2/1/2007;19:55:00;2.528;0.372;238.810;10.600;0.000;0.000;18.000
2/1/2007;19:56:00;2.694;0.508;238.740;11.400;0.000;0.000;17.000
2/1/2007;19:57:00;2.672;0.492;237.910;11.400;0.000;0.000;18.000
2/1/2007;19:58:00;2.690;0.496;238.900;11.400;0.000;0.000;17.000
2/1/2007;19:59:00;2.682;0.490;238.740;11.400;0.000;0.000;18.000
2/1/2007;20:00:00;2.682;0.488;238.860;11.400;0.000;0.000;17.000
2/1/2007;20:01:00;2.700;0.494;239.800;11.400;0.000;0.000;18.000
2/1/2007;20:02:00;2.704;0.492;239.640;11.400;0.000;0.000;17.000
2/1/2007;20:03:00;2.706;0.494;239.320;11.400;0.000;0.000;18.000
2/1/2007;20:04:00;2.768;0.586;239.420;11.800;0.000;0.000;17.000
2/1/2007;20:05:00;2.742;0.578;238.560;11.600;0.000;0.000;18.000
2/1/2007;20:06:00;2.728;0.570;237.920;11.600;0.000;0.000;17.000
2/1/2007;20:07:00;2.730;0.570;238.110;11.600;0.000;0.000;17.000
2/1/2007;20:08:00;2.714;0.562;237.390;11.600;0.000;0.000;18.000
2/1/2007;20:09:00;3.526;0.710;235.310;15.600;0.000;0.000;17.000
2/1/2007;20:10:00;3.688;0.662;235.800;16.400;0.000;0.000;17.000
2/1/2007;20:11:00;2.510;0.410;238.490;10.600;0.000;0.000;17.000
2/1/2007;20:12:00;2.534;0.446;237.800;10.800;0.000;0.000;17.000
2/1/2007;20:13:00;2.574;0.526;238.030;11.000;0.000;1.000;18.000
2/1/2007;20:14:00;2.544;0.486;237.800;10.800;0.000;1.000;17.000
2/1/2007;20:15:00;2.470;0.370;238.310;10.400;0.000;2.000;18.000
2/1/2007;20:16:00;2.416;0.296;238.020;10.200;0.000;1.000;17.000
2/1/2007;20:17:00;2.420;0.296;238.230;10.200;0.000;1.000;17.000
2/1/2007;20:18:00;2.432;0.300;238.890;10.200;0.000;2.000;18.000
2/1/2007;20:19:00;2.446;0.306;239.640;10.200;0.000;1.000;17.000
2/1/2007;20:20:00;2.418;0.294;238.090;10.200;0.000;1.000;18.000
2/1/2007;20:21:00;2.396;0.288;236.920;10.200;0.000;2.000;17.000
2/1/2007;20:22:00;2.398;0.288;236.960;10.200;0.000;1.000;17.000
2/1/2007;20:23:00;2.400;0.288;237.100;10.200;0.000;2.000;17.000
2/1/2007;20:24:00;2.396;0.286;236.970;10.200;0.000;1.000;18.000
2/1/2007;20:25:00;2.388;0.284;236.410;10.000;0.000;1.000;17.000
2/1/2007;20:26:00;2.390;0.284;236.700;10.000;0.000;2.000;17.000
2/1/2007;20:27:00;2.386;0.284;236.480;10.000;0.000;1.000;17.000
2/1/2007;20:28:00;2.400;0.288;237.190;10.200;0.000;1.000;17.000
2/1/2007;20:29:00;2.476;0.294;238.280;10.400;0.000;1.000;18.000
2/1/2007;20:30:00;2.458;0.290;237.400;10.400;0.000;2.000;17.000
2/1/2007;20:31:00;2.470;0.300;238.950;10.400;0.000;1.000;17.000
2/1/2007;20:32:00;2.428;0.302;239.100;10.200;0.000;1.000;18.000
2/1/2007;20:33:00;2.552;0.294;238.560;10.600;0.000;1.000;17.000
